commodity_name,commodity_category,initial_moisture_pct,initial_fat_pct,initial_ph,water_activity_aw,preservative_type,packaging_material_tested,actual_film_thickness_microns,actual_film_otr_cc_m2_day_atm,actual_film_wvtr_g_m2_day,storage_condition,storage_temperature_c,storage_rh_pct,headspace_gas_regime,measured_shelf_life_days,primary_failure_mode,kinetic_reaction_order,critical_endpoint_value,fssai_safety_compliance,empirical_research_citation
Desi Cow Ghee,Dairy Fats,0.2,99.71,6.37,0.25,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Amber 100% Bio-based PHA Rigid Jar with Bio-PBS Induction Wad,237,3.1,1.36,"Storage at 33.6°C, 73.6% RH",33.6,73.6,100% N2 Headspace Sparging (<0.5% residual O2 to prevent photo-oxidation),119,Oxidative Rancidity (Peroxide Value exceeding 5.0 meq O2/kg),First-order autoxidation kinetics,Reached critical spoilage limit on Day 119,Early failure due to insufficient barrier thickness,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Gandhi et al., NDRI Karnal Ghee Storage Studies"
Gulab Jamun (In Sugar Syrup),Traditional Sweets (Mithai),38.6,11.58,5.84,0.85,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,43,36.1,4.03,"Storage at 25.4°C, 67.0% RH",25.4,67,Air Headspace (No MAP),38,Osmophilic Yeast Fermentation & Acid Sourness,Thermal destruction D-value kinetics,Reached critical spoilage limit on Day 38,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Kumar & Balasubrahmanyam, CSIR-CFTRI"
Toor Dal (Split Pigeon Peas),Pulses & Legumes,10.4,1.42,6.39,0.52,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,48,6030.9,38.96,"Storage at 29.4°C, 60.9% RH",29.4,60.9,Air Headspace (No MAP),55,Hard-to-Cook Defect & Pulse Beetle (Callosobruchus maculatus) Infestation,Pectin-phytate cell wall lignification,Reached critical spoilage limit on Day 55,Failed rapidly; Non-compliant with barrier and PWM norms,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CIPHET Pulse Storage Bulletin
Indian Orthodox Black Tea,Beverages & Plantation Crops,6.54,0.52,5.17,0.35,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,41,36.9,6.61,"Storage at 30.5°C, 66.0% RH",30.5,66,Air Headspace (No MAP),42,Moisture Absorption (Moisture > 10.0%) & Loss of Theaflavins / Thearubigins,Sigmoid moisture sorption isotherm,Reached critical spoilage limit on Day 42,Failed rapidly; Non-compliant with barrier and PWM norms,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; IIP Mumbai Tea Packaging Standards
Roasted Urad Dal Papad,Indian Snacks & Namkeen,12.34,1.79,6.49,0.55,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,68,7180.1,116.46,"Storage at 25.9°C, 70.6% RH",25.9,70.6,Air Headspace (No MAP),20,Mold Growth (Aspergillus) & Loss of Crisp Frying Quality,Equilibrium moisture absorption kinetics,Reached critical spoilage limit on Day 20,Failed within days due to rapid environmental equilibration,ICMR-NIN IFCT 2017; CSIR-CFTRI Papad Technology & Packaging Standards
Fresh Malai Paneer,Dairy Products,55.63,25,5.88,0.98,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,40,127.7,19.12,"Storage at 5.9°C, 88.6% RH",5.9,88.6,Air Headspace (No MAP),4,Microbial Proliferation (Yeast & Mold > 100 cfu/g FSSAI limit),First-order microbial growth,Reached critical spoilage limit on Day 4,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Rao et al., CSIR-CFTRI Dairy Studies"
Khoa / Mawa (Desiccated Milk Solids),Dairy Products,30.13,24.95,6.23,0.88,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Cellulose/Bio-PBS High Barrier Vacuum Pouch,52,5.9,3.88,"Storage at 4.8°C, 80.0% RH",4.8,80,"Vacuum Sealed or 30% CO2, 70% N2",7,Mold Growth (Penicillium) & Free Fatty Acid Hydrolysis,Moisture gain exponential microbial trigger,Reached critical spoilage limit on Day 7,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CSIR-CFTRI Dairy Technology Division
Rasgulla (In Light Syrup),Traditional Sweets (Mithai),52.29,4.35,6.1,0.92,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,74,104.2,54.72,"Storage at 23.4°C, 58.4% RH",23.4,58.4,Air Headspace (No MAP),13,Syrup Turbidity & Yeast Spoilage,Osmophilic microbial growth kinetics,Reached critical spoilage limit on Day 13,Failed within days due to rapid environmental equilibration,ICMR-NIN IFCT 2017; CSIR-CFTRI Chhana Sweet Preservation Bulletin
Bikaneri Bhujia,Indian Snacks & Namkeen,1.63,34.71,5.86,0.22,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,64,138.8,17.64,"Storage at 40.9°C, 80.1% RH",40.9,80.1,Air Headspace (No MAP),16,Loss of Crispness (Moisture > 4.0%) & Oxidative Rancidity (PV > 10 meq/kg),GAB moisture sorption model,Reached critical spoilage limit on Day 16,Failed within days due to rapid environmental equilibration,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Goyal, Kumar et al., CSIR-CFTRI"
Roasted Urad Dal Papad,Indian Snacks & Namkeen,12.7,1.79,6.5,0.55,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,86,5476.3,102.86,"Storage at 31.8°C, 53.1% RH",31.8,53.1,Air Headspace (No MAP),18,Mold Growth (Aspergillus) & Loss of Crisp Frying Quality,Equilibrium moisture absorption kinetics,Reached critical spoilage limit on Day 18,Failed within days due to rapid environmental equilibration,ICMR-NIN IFCT 2017; CSIR-CFTRI Papad Technology & Packaging Standards
Chakki Fresh Whole Wheat Atta,Grains & Flours,11.21,1.71,6.31,0.58,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Multi-wall Wet-Strength FSC Kraft Paper with Bio-PBS Extrusion Liner,102,210.3,6.86,"Storage at 25.3°C, 66.7% RH",25.3,66.7,Ambient Air (controlled moisture ingress),165,Moisture Caking (Moisture > 14.0%) & Tribolium castaneum Weevil Growth,Hydrolytic lipid cleavage kinetics,Reached critical spoilage limit on Day 165,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Haridas Rao et al., CSIR-CFTRI"
Fresh Okra (Bhindi),Fresh Horticultural Produce,89.94,0.18,6.08,0.99,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,76,991663.4,2010.38,"Storage at 8.6°C, 91.0% RH",8.6,91,Air Headspace (No MAP),1,Weight Loss (>8% causes pod flaccidity) & Ridge Blackening,Transpiration water vapor flux kinetics,Reached critical spoilage limit on Day 1,Failed within days due to rapid environmental equilibration,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CIPHET Postharvest Respiration Studies
Fresh Malai Paneer,Dairy Products,53.48,24.49,5.89,0.98,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - High-Barrier Certified Compostable Vacuum Film (Cellulose/AlOx-PLA/Bio-PBS),54,4.8,4.16,"Storage at 3.3°C, 87.8% RH",3.3,87.8,"40% CO2, 60% N2 (suppresses coliforms, yeasts & molds)",9,Microbial Proliferation (Yeast & Mold > 100 cfu/g FSSAI limit),First-order microbial growth,Reached critical spoilage limit on Day 9,Early failure due to insufficient barrier thickness,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Rao et al., CSIR-CFTRI Dairy Studies"
Red Chilli Powder (Lal Mirch),Spices & Condiments,9.4,12.79,5.82,0.46,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,36,53.6,7.86,"Storage at 40.1°C, 43.9% RH",40.1,43.9,Air Headspace (No MAP),70,Capsanthin Carotenoid Decoloration & Pungency Loss,First-order photo-oxidation,Reached critical spoilage limit on Day 70,Failed rapidly; Non-compliant with barrier and PWM norms,ICMR-NIN IFCT 2017; Spice Board of India Packaging Standards
Gujarati Khakhra,Indian Snacks & Namkeen,2.66,12.04,6.06,0.25,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,68,3207.9,63.97,"Storage at 36.0°C, 58.0% RH",36,58,Air Headspace (No MAP),13,Loss of Brittleness & Soft Texture (Moisture threshold 5.2%),Zero-order water vapor diffusion,Reached critical spoilage limit on Day 13,Failed within days due to rapid environmental equilibration,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Indian Institute of Packaging (IIP) Bulletin
Besan Ladoo,Traditional Sweets (Mithai),5.27,24.42,6.23,0.42,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,75,2471.8,93.43,"Storage at 26.7°C, 57.0% RH",26.7,57,Air Headspace (No MAP),9,Ghee Auto-oxidation & Stale Cardboard Flavor,First-order free radical oxidation,Reached critical spoilage limit on Day 9,Failed within days due to rapid environmental equilibration,ICMR-NIN IFCT 2017; CSIR-CFTRI Traditional Indian Confectionery Packaging
Freshwater Fish (Rohu Steaks),Fish & Seafood,76.39,2.79,6.6,0.99,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Waterproof Molded Sugarcane Bagasse Tray + Compostable High-Barrier Lidding Film,91,3.3,1.1,"Storage at 0.2°C, 90.8% RH",0.2,90.8,"40-50% CO2, balance N2 (anoxic to suppress Pseudomonas and TVB-N)",12,Total Volatile Base Nitrogen (TVB-N > 20 mg/100g) & Trimethylamine Odor,Bacterial enzymic proteolysis kinetics,Reached critical spoilage limit on Day 12,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Bindu et al., ICAR-CIFT Cochin"
Nashik Red Onions,Fresh Horticultural Produce,86.78,0.11,5.6,0.95,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Extruded Tubular Compostable Bio-Mesh (PLA/PBAT),198,21628.9,243.67,"Storage at 28.4°C, 67.5% RH",28.4,67.5,Free Aeration (prevents neck rot),50,"Sprouting, Root Growth & Aspergillus niger (Black Mold)",Dormancy break temperature-humidity trigger,Reached critical spoilage limit on Day 50,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; ICAR-Directorate of Onion and Garlic Research (DOGR), Pune"
Dahi (Indian Curd),Dairy Products,86.72,4.3,4.21,0.99,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Thermoformed PLA / Mineralized Bio-Polymer Cup + Paper-PLA Peelable Lid,275,8,2.56,"Storage at 4.1°C, 90.0% RH",4.1,90,Clean Air Headspace (prevents whey separation),13,Synaeresis (Whey Separation > 8%) & Hyper-acidity (pH < 3.8),Lactic acid fermentation kinetics,Reached critical spoilage limit on Day 13,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; NDRI Dahi Packaging Bulletin
Basmati Rice (Aged),Grains & Flours,11.9,0.61,6.48,0.56,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Woven Jute Bag with Internal Compostable PLA/PBAT Liner,61,268.5,5.22,"Storage at 28.4°C, 56.1% RH",28.4,56.1,Ambient Air,487,Aroma (2-acetyl-1-pyrroline) Volatilization & Sitophilus oryzae Weevil,Volatile aroma loss diffusion kinetics,Reached critical spoilage limit on Day 487,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; CSIR-CFTRI Rice Milling & Aroma Retention Studies
Cold-Pressed Mustard Oil (Kachi Ghani),Edible Vegetable Oils,0.1,99.83,6.52,0.2,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Amber Polyhydroxyalkanoate (PHA) Rigid Bottle or AlOx-PLA Bio-Pouch,340,2.3,0.88,"Storage at 31.0°C, 40.7% RH",31,40.7,Nitrogen Headspace Sparging (residual O2 < 0.5%),332,Oxidative Peroxide Formation & Allyl Isothiocyanate Pungency Loss,First-order allylic autoxidation,Reached critical spoilage limit on Day 332,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Gopalakrishna et al., CSIR-CFTRI"
Besan Ladoo,Traditional Sweets (Mithai),5.48,24.27,6.22,0.42,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Bio-based Paper/NatureFlex Pouch with Grease-Resistant Bio-Coating,67,44,2.9,"Storage at 33.2°C, 59.7% RH",33.2,59.7,Nitrogen Flush (residual O2 < 1.0%),76,Ghee Auto-oxidation & Stale Cardboard Flavor,First-order free radical oxidation,Reached critical spoilage limit on Day 76,Compliant across specified shelf life,ICMR-NIN IFCT 2017; CSIR-CFTRI Traditional Indian Confectionery Packaging
Toor Dal (Split Pigeon Peas),Pulses & Legumes,10.06,1.5,6.4,0.52,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - High-Transparency Compostable PLA/PBAT Blown Film Bag,57,125.1,3.2,"Storage at 20.3°C, 69.4% RH",20.3,69.4,Ambient Air (insect resistance),230,Hard-to-Cook Defect & Pulse Beetle (Callosobruchus maculatus) Infestation,Pectin-phytate cell wall lignification,Reached critical spoilage limit on Day 230,Compliant across specified shelf life,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CIPHET Pulse Storage Bulletin
Besan Ladoo,Traditional Sweets (Mithai),5.21,24.43,6.18,0.42,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,31,1695.5,26.36,"Storage at 24.2°C, 60.3% RH",24.2,60.3,Air Headspace (No MAP),17,Ghee Auto-oxidation & Stale Cardboard Flavor,First-order free radical oxidation,Reached critical spoilage limit on Day 17,Failed rapidly; Non-compliant with barrier and PWM norms,ICMR-NIN IFCT 2017; CSIR-CFTRI Traditional Indian Confectionery Packaging
Alphonso Mangoes (GI Tagged Ratnagiri),Fresh Horticultural Produce,82.48,0.41,4.18,0.98,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Molded Sugarcane Bagasse Punnet with Laser Micro-perforated NatureFlex™ Lidding,29,5961.7,29.75,"Storage at 12.9°C, 87.0% RH",12.9,87,"3-5% O2, 5-8% CO2, balance N2 (delays climacteric ethylene peak)",20,Over-ripening / Senescence Pulp Softening & Anthracnose Stem Rot,Michaelis-Menten respiration kinetics,Reached critical spoilage limit on Day 20,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Kudachikar et al., CSIR-CFTRI"
Roasted Urad Dal Papad,Indian Snacks & Namkeen,12.8,1.88,6.52,0.55,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,39,2998.8,17.02,"Storage at 33.3°C, 45.3% RH",33.3,45.3,Air Headspace (No MAP),32,Mold Growth (Aspergillus) & Loss of Crisp Frying Quality,Equilibrium moisture absorption kinetics,Reached critical spoilage limit on Day 32,Failed rapidly; Non-compliant with barrier and PWM norms,ICMR-NIN IFCT 2017; CSIR-CFTRI Papad Technology & Packaging Standards
Ground Turmeric (Haldi Powder),Spices & Condiments,9.25,4.56,6.2,0.45,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,86,133.7,20.91,"Storage at 29.9°C, 64.1% RH",29.9,64.1,Air Headspace (No MAP),23,Photo-bleaching of Curcumin Pigment (Curcumin loss > 15%),First-order photodegradation kinetics,Reached critical spoilage limit on Day 23,Failed within days due to rapid environmental equilibration,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Balasubrahmanyam et al., CSIR-CFTRI"
Green Chillies (Hari Mirch),Fresh Horticultural Produce,85.44,0.67,5.4,0.98,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Active Anti-Fog Micro-Perforated PLA/PBAT Produce Pouch,16,13064.1,69.35,"Storage at 9.7°C, 93.9% RH",9.7,93.9,"3% O2, 5% CO2, balance N2 (delays chlorophyll degradation)",16,"Calyx Rot, Pungency Loss & Red Color Senescence",Chlorophyllase enzymatic breakdown,Reached critical spoilage limit on Day 16,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; ICAR-Indian Institute of Vegetable Research (IIVR) Varanasi
Kaju Katli,Traditional Sweets (Mithai),11.62,21.28,6.31,0.68,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,83,7441.9,152.86,"Storage at 34.6°C, 65.0% RH",34.6,65,Air Headspace (No MAP),5,Fungal Mold (Aspergillus flavus) & Moisture Hardening,BET moisture sorption isotherm kinetics,Reached critical spoilage limit on Day 5,Failed within days due to rapid environmental equilibration,"ICMR-NIN IFCT 2017; FSSAI Advisory on Mithai Quality; Saxena et al., CSIR-CFTRI"
Freshwater Fish (Rohu Steaks),Fish & Seafood,76.27,2.82,6.49,0.99,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Waterproof Molded Sugarcane Bagasse Tray + Compostable High-Barrier Lidding Film,59,4.7,2.63,"Storage at 2.0°C, 92.9% RH",2,92.9,"40-50% CO2, balance N2 (anoxic to suppress Pseudomonas and TVB-N)",7,Total Volatile Base Nitrogen (TVB-N > 20 mg/100g) & Trimethylamine Odor,Bacterial enzymic proteolysis kinetics,Reached critical spoilage limit on Day 7,Early failure due to insufficient barrier thickness,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Bindu et al., ICAR-CIFT Cochin"
Freshwater Fish (Rohu Steaks),Fish & Seafood,75.99,2.98,6.51,0.99,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Waterproof Molded Sugarcane Bagasse Tray + Compostable High-Barrier Lidding Film,78,3.1,1.09,"Storage at 1.4°C, 95.0% RH",1.4,95,"40-50% CO2, balance N2 (anoxic to suppress Pseudomonas and TVB-N)",10,Total Volatile Base Nitrogen (TVB-N > 20 mg/100g) & Trimethylamine Odor,Bacterial enzymic proteolysis kinetics,Reached critical spoilage limit on Day 10,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Bindu et al., ICAR-CIFT Cochin"
Bikaneri Bhujia,Indian Snacks & Namkeen,1.55,34.58,5.98,0.22,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,62,203.2,32.27,"Storage at 29.5°C, 79.4% RH",29.5,79.4,Air Headspace (No MAP),21,Loss of Crispness (Moisture > 4.0%) & Oxidative Rancidity (PV > 10 meq/kg),GAB moisture sorption model,Reached critical spoilage limit on Day 21,Failed within days due to rapid environmental equilibration,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Goyal, Kumar et al., CSIR-CFTRI"
Kaju Katli,Traditional Sweets (Mithai),11.72,21.72,6.27,0.68,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,43,2140.2,34.38,"Storage at 36.0°C, 60.4% RH",36,60.4,Air Headspace (No MAP),7,Fungal Mold (Aspergillus flavus) & Moisture Hardening,BET moisture sorption isotherm kinetics,Reached critical spoilage limit on Day 7,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; FSSAI Advisory on Mithai Quality; Saxena et al., CSIR-CFTRI"
Kerala Banana Chips (In Coconut Oil),Indian Snacks & Namkeen,2,33.08,5.78,0.24,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - High-Barrier Metallized Cellulosic Laminate with N2 Flush,74,1.5,1.04,"Storage at 30.2°C, 62.4% RH",30.2,62.4,100% N2 Flush (prevents coconut oil rancidity),139,Coconut Oil Hydrolytic Rancidity (Free Fatty Acids > 1.0%) & Soggy Texture,Lipid auto-oxidation kinetics,Reached critical spoilage limit on Day 139,Compliant across specified shelf life,ICMR-NIN IFCT 2017; ICAR-Central Plantation Crops Research Institute (CPCRI)
Roasted Urad Dal Papad,Indian Snacks & Namkeen,12.66,1.79,6.52,0.55,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Moisture-Barrier NatureFlex / PLA Hermetic Pouch,50,76.6,1.67,"Storage at 31.6°C, 63.9% RH",31.6,63.9,Ambient Air,147,Mold Growth (Aspergillus) & Loss of Crisp Frying Quality,Equilibrium moisture absorption kinetics,Reached critical spoilage limit on Day 147,Compliant across specified shelf life,ICMR-NIN IFCT 2017; CSIR-CFTRI Papad Technology & Packaging Standards
Cold-Pressed Mustard Oil (Kachi Ghani),Edible Vegetable Oils,0.11,99.73,6.55,0.2,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Amber Polyhydroxyalkanoate (PHA) Rigid Bottle or AlOx-PLA Bio-Pouch,298,2.3,0.96,"Storage at 30.5°C, 44.0% RH",30.5,44,Nitrogen Headspace Sparging (residual O2 < 0.5%),285,Oxidative Peroxide Formation & Allyl Isothiocyanate Pungency Loss,First-order allylic autoxidation,Reached critical spoilage limit on Day 285,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Gopalakrishna et al., CSIR-CFTRI"
